Gene,SRR6408410,SRR6408239,SRR6408314
gene-MRPS36-2,131.0,7.0,63.0
gene-CDK7-2,352.0,116.0,301.0
gene-CCDC125-2,172.0,21.0,59.0
gene-AK6-2,2092.0,115.0,1280.0
gene-TAF9-2,1798.0,83.0,762.0
gene-RAD17-2,87.55555555555556,27.333333333333332,252.11111111111111
gene-MARVELD2-2,6.0,5.0,4.0
gene-OCLN-2,4.0,4.0,8.0
gene-GTF2H2C-2,157.0,30.0,241.0
gene-NAIP-2,2.0,7.0,5.0
gene-SMN1-2,302.0,23.0,212.0
gene-SERF1A-2,261.5,12.0,84.0
gene-GTF2H2C_2,150.0,16.0,259.0
gene-CDH12-2,0.0,0.0,0.0
gene-BDP1-2,144.0,35.0,216.0
gene-MCCC2-2,51.0,6.0,169.0
gene-PROP1-2,0.0,0.0,0.0
gene-TRIM27-2,212.0,21.0,111.0
gene-ZNF311-2,0.0,0.0,0.0
gene-OR2W1-2,0.0,0.0,0.0
gene-OR2B3-2,0.0,0.0,0.0
gene-OR2J1-2,0.0,0.0,0.0
gene-OR2J3-2,0.0,0.0,0.0
gene-OR2J2-2,0.0,0.0,0.0
gene-OR14J1-2,0.0,0.0,0.0
gene-OR11A1-2,0.0,0.0,0.0
gene-OR10C1-2,0.0,0.0,0.0
gene-OR2H1-2,0.0,1.0,0.0
gene-MAS1L-2,0.0,0.0,0.0
gene-UBD-2,0.0,0.0,0.0
gene-OR2H2-2,0.0,0.0,0.0
gene-GABBR1-2,1.0,1.0,0.0
gene-MOG-2,0.0,0.0,0.0
gene-ZFP57-2,0.0,0.0,0.0
gene-HLA-G-2,0.0,0.0,1.0
gene-HLA-A-2,79.0,22.0,16.0
gene-POLR1H-2,78.0,0.0,3.0
gene-PPP1R11-2,105.0,0.0,105.0
gene-RNF39-2,6.0,0.0,2.0
gene-TRIM31-2,0.0,0.0,0.0
gene-TRIM40-2,0.0,0.0,0.0
gene-TRIM10-2,0.0,0.0,0.0
gene-TRIM15-2,0.0,0.0,0.0
gene-TRIM26-2,5.0,2.0,1.0
gene-TRIM39-2,1.6,8.2,0.0
gene-TRIM39-RPP21-2,72.0,78.0,34.0
gene-RPP21-2,72.0,73.0,34.0
gene-GNL1-2,46.0,14.0,22.0
gene-DHX16-2,33.0,30.0,60.0
gene-PPP1R18-2,120.0,6.0,15.0
gene-NRM-2,81.0,25.0,47.0
gene-MDC1-2,65.0,8.0,33.0
gene-TUBB-2,3269.5,460.5,1619.0
gene-FLOT1-2,140.0,14.0,38.0
gene-DDR1-2,0.0,0.0,0.0
gene-MUC21-2,0.0,0.0,0.0
gene-MUC22-2,1.0,0.0,0.0
gene-MICB-2,0.0,0.0,39.0
gene-MCCD1-2,0.0,0.0,0.0
gene-DDX39B-2,320.0,13.0,137.0
gene-TNF-2,0.0,0.0,0.0
gene-LTB-2,0.0,0.0,0.0
gene-LST1-2,0.0,0.0,0.0
gene-NCR3-2,0.0,0.0,0.0
gene-MSH5-2,19.0,0.0,0.0
gene-SAPCD1-2,3.0,0.0,0.0
gene-VWA7-2,0.0,0.0,0.0
gene-VARS1-2,146.0,42.0,38.0
gene-LSM2-2,144.0,22.0,77.0
gene-HSPA1L-2,0.0,0.0,0.0
gene-HSPA1A-2,2.0,9.0,13.0
gene-HSPA1B-2,0.0,8.0,22.0
gene-NEU1-2,80.0,3.0,157.0
gene-SLC44A4-2,0.0,0.0,0.0
gene-EHMT2-2,0.0,17.0,35.4
gene-TNXB-2,0.0,0.0,0.0
gene-PRRT1-2,0.5,0.0,0.0
gene-PPT2-2,127.0,4.0,50.0
gene-EGFL8-2,62.0,2.0,18.0
gene-AGPAT1-2,49.8,9.0,7.0
gene-RNF5-2,63.0,3.0,51.0
gene-AGER-2,0.0,0.0,0.0
gene-PBX2-2,0.0,0.0,0.0
gene-GPSM3-2,3.0,0.0,0.0
gene-NOTCH4-2,0.0,0.0,0.0
gene-TSBP1-2,87.0,7.0,47.0
gene-BTNL2-2,0.0,0.0,0.0
gene-HLA-DRB3,0.0,0.0,0.0
gene-HLA-DQA2-2,0.0,0.0,0.0
gene-HLA-DQB2-2,0.0,0.0,0.0
gene-HLA-DOB-2,0.0,0.0,0.0
gene-TAP2-2,9.0,0.0,3.0
gene-PSMB8-2,126.5,4.0,80.5
gene-TAP1-2,0.0,12.5,8.0
gene-PSMB9-2,22.0,1.0,7.0
gene-HLA-DMB-2,0.0,0.0,0.0
gene-HLA-DMA-2,0.0,0.0,8.0
gene-HLA-DPA1-2,0.0,0.0,0.0
gene-HLA-DPB1-2,0.0,0.0,0.0
gene-THEMIS-2,1.0,1.0,1.25
gene-PTPRK-2,58.666666666666664,19.0,19.666666666666668
gene-TCTE3-2,5.0,0.0,37.0
gene-ERMARD-2,130.0,11.0,8.0
gene-DLL1-2,0.0,0.0,0.0
gene-FAM120B-2,138.0,5.0,74.0
gene-LOC105378161-2,0.0,0.0,0.0
gene-LOC105375116-2,0.0,0.0,0.0
gene-FAM20C-3,0.0,0.0,0.0
gene-DTX2-2,9.0,0.0,0.0
gene-UPK3B-2,0.0,2.0,1.0
gene-SPDYE1-2,4.5,6.0,2.5
gene-POMZP3-2,46.0,5.0,70.0
gene-NAPEPLD-2,619.0,338.42857142857144,262.76190476190476
gene-ARMC10-2,151.0,27.0,313.0
gene-AGK-2,100.0,15.0,87.5
gene-DENND11-2,0.0,0.0,51.0
gene-WEE2-2,0.0,0.0,0.0
gene-SSBP1-2,1996.8,188.0,1205.8
gene-MGAM-2,0.0,0.0,0.0
gene-MGAM2-2,1.0,0.0,2.0
gene-PRSS58-2,0.0,0.0,0.0
gene-MTRNR2L6-2,18.0,2.0,6.0
gene-PRSS1-2,0.0,0.0,0.0
gene-PRSS2-2,0.0,0.0,0.0
gene-EPHB6-2,0.0,0.0,0.0
gene-TRPV6-2,0.0,0.0,0.0
gene-TRPV5-2,0.0,0.0,0.0
gene-LLCFC1-2,0.0,0.0,0.0
gene-KEL-2,2.0,0.0,0.0
gene-OR9A2-2,0.0,0.0,0.0
gene-OR6V1-2,0.0,0.0,0.0
gene-CNTNAP2-2,16.0,2.0,1.0
gene-DLGAP2-4,0.0,1.0,0.0
gene-ARHGEF10-2,223.0,84.0,3.0
gene-KBTBD11-2,41.0,0.0,35.0
gene-MYOM2-2,132.0,0.0,93.0
gene-DEFB109B-2,0.0,0.0,0.0
gene-ZNF705G-3,0.0,0.0,0.0
gene-DEFB4B-3,0.0,0.0,0.0
gene-DEFB103B-3,0.0,0.0,0.0
gene-SPAG11B-3,2.857142857142857,2.0,0.2857142857142857
gene-DEFB104B-3,0.0,0.0,0.0
gene-DEFB106B-3,0.0,0.0,0.0
gene-DEFB105B-3,0.0,0.0,0.0
gene-DEFB107B-3,0.0,0.0,22.0
gene-PRR23D1-3,0.0,0.0,0.0
gene-LOC107986910-2,0.0,0.0,1.0
gene-ADAM9-2,38.0,2.0,39.0
gene-ADAM32-2,3.0,3.0,5.0
gene-ADAM18-2,2.6666666666666665,1.3333333333333333,0.0
gene-ADAM2-2,3.0,0.0,1.0
gene-GPR20-2,0.0,0.0,0.0
gene-PTP4A3-2,57.5,0.0,0.0
gene-MROH5-2,0.0,0.0,0.0
gene-LY6E-2,1624.0,734.0,861.0
gene-LOC105379589,0.0,0.0,0.0
gene-LY6L-2,0.0,0.0,0.0
gene-LY6H-2,0.0,0.0,0.0
gene-ZC3H3-2,23.0,0.0,80.0
gene-GSDMD-2,351.5,74.0,2.0
gene-MROH6-2,11.0,7.0,27.0
gene-NAPRT-2,662.0,468.0,110.0
gene-EEF1D-2,1331.0,895.0,464.0
gene-TIGD5-2,47.0,0.0,49.0
gene-PYCR3-2,172.0,28.0,80.0
gene-GFUS-2,467.0,177.0,275.0
gene-ZNF623-2,96.33333333333333,10.666666666666666,195.66666666666666
gene-ZNF707-2,0.0,1.0,8.0
gene-CCDC166-2,0.0,0.0,0.0
gene-MAPK15-2,0.0,0.0,0.0
gene-FAM83H-2,0.0,1.0,21.0
gene-IQANK1-2,6.0,0.5,2.0
gene-SCRIB-2,62.0,18.0,17.0
gene-PUF60-2,2087.7272727272725,445.8181818181818,1963.5454545454545
gene-ZNF251-2,105.0,23.0,21.0
gene-APBA1-2,0.0,0.0,0.0
gene-MAMDC2-2,291.0,2.0,49.0
gene-PLPPR1-2,2.0,0.0,0.5
gene-BAAT-2,0.0,0.0,0.0
gene-PTCHD3-2,0.0,0.0,0.0
gene-OR13A1-2,0.0,0.0,0.0
gene-ALOX5-2,2.0,0.0,1.0
gene-MARCHF8-2,0.0,0.0,0.0
gene-DLG5-2,4.0,1.0,20.0
gene-PTDSS2-2,226.5,93.0,80.5
gene-RNH1-2,1132.0,1128.5,485.0
gene-LOC101059906-2,9.0,2.0,16.0
gene-HRAS-2,452.0,106.0,227.0
gene-LRRC56-2,0.0,2.0,0.0
gene-LMNTD2-2,0.0,0.0,0.0
gene-RASSF7-2,0.0,0.0,65.0
gene-PHRF1-2,4.0,49.0,8.0
gene-IRF7-2,43.0,0.0,0.0
gene-CDHR5-2,0.0,0.0,0.0
gene-SCT-2,0.0,0.0,0.0
gene-DRD4-2,0.0,0.0,0.0
gene-DEAF1-2,39.0,99.0,42.0
gene-DUSP8-2,0.0,0.0,0.0
gene-KRTAP5-1-2,0.0,0.0,0.0
gene-KRTAP5-2-2,0.0,0.0,0.0
gene-KRTAP5-3-2,0.0,0.0,0.0
gene-KRTAP5-4-2,0.0,0.0,0.0
gene-KRTAP5-5-2,0.0,0.0,0.0
gene-KCNQ1-2,0.0,0.0,0.0
gene-CDKN1C-2,0.0,0.0,0.0
gene-SLC22A18-2,218.0,0.25,40.0
gene-PHLDA2-2,301.0,222.0,765.0
gene-NAP1L4-2,1159.7142857142858,189.85714285714286,665.0
gene-CARS1-2,1036.0,133.22222222222223,347.22222222222223
gene-OR5P2-3,0.0,0.0,0.0
gene-OR5P3-3,0.0,0.0,0.0
gene-OR10A6-3,0.0,0.0,0.0
gene-OR10A3-3,0.0,0.0,0.0
gene-NLRP10-3,0.0,0.0,0.0
gene-OR5T2-2,0.0,0.0,0.0
gene-OR5T3-2,0.0,0.0,0.0
gene-OR5T1-2,0.0,0.0,0.0
gene-OR8H1-2,0.0,0.0,0.0
gene-OR8K3-2,0.0,0.0,0.0
gene-OR8K1-2,0.0,0.0,0.0
gene-OR8J1-2,49.0,2.0,16.0
gene-OR8U8,0.0,0.0,0.0
gene-OR8U9,0.0,0.0,0.0
gene-OR9G1-2,0.0,0.0,0.0
gene-OR9G9,0.0,0.0,0.0
gene-OR9G4-2,0.0,0.0,0.0
gene-IQSEC3-2,0.0,0.0,1.0
gene-TAS2R7-2,0.0,0.0,0.0
gene-TAS2R8-2,0.0,0.0,0.0
gene-TAS2R9-2,0.0,0.0,0.0
gene-TAS2R10-2,0.0,0.0,0.0
gene-PRR4-2,30.0,0.0,13.0
gene-PRH1-2,254.0,62.0,188.0
gene-TAS2R13-2,0.0,0.0,0.0
gene-PRH2-2,0.0,0.0,0.0
gene-PRH1-TAS2R14-2,254.0,62.0,185.0
gene-TAS2R14-2,0.0,0.0,5.0
gene-TAS2R50-2,0.0,0.0,0.0
gene-TAS2R20-2,52.0,0.0,6.0
gene-TAS2R19-2,0.0,0.0,0.0
gene-TAS2R31-2,0.0,0.0,0.0
gene-TAS2R46-2,0.0,0.0,0.0
gene-TAS2R43-2,0.0,0.0,0.0
gene-TAS2R45,0.0,0.0,0.0
gene-TAS2R30-2,0.0,0.0,0.0
gene-SMIM10L1-2,179.0,36.0,87.0
gene-PRB2-2,0.0,0.0,0.0
gene-SINHCAF-2,204.0,5.0,178.0
gene-ATP23-2,37.0,7.0,77.0
gene-SLC5A8-2,2.0,2.0,1.0
gene-ANO4-2,0.0,0.0,0.0
gene-DNAH10-2,1.0,3.0,4.0
gene-CCDC92-2,219.66666666666666,0.0,26.0
gene-PIWIL1-2,0.0,0.0,0.0
gene-ATP8A2-2,2.5,0.0,0.5
gene-SPACA7-2,2.0,0.0,0.0
gene-TUBGCP3-2,25.666666666666668,1.3333333333333333,32.666666666666664
gene-GRK1-3,0.0,0.0,0.0
gene-LOC105377805-2,0.0,0.0,0.0
gene-CATSPERB-2,87.0,10.0,107.0
gene-TC2N-2,0.0,0.0,0.0
gene-CHGA-2,0.0,0.0,0.0
gene-ITPK1-2,408.5,96.75,219.5
gene-MOAP1-2,120.0,9.0,220.0
gene-TMEM251-2,208.5,23.0,219.5
gene-GON7-2,180.0,20.0,121.0
gene-UBR7-2,375.0,15.0,596.0
gene-BTBD7-2,56.666666666666664,9.666666666666666,105.33333333333333
gene-UNC79-2,9.0,3.5,3.5
gene-COX8C-2,0.0,0.0,0.0
gene-PRIMA1-2,8.0,0.0,7.0
gene-FAM181A-2,0.0,0.0,0.0
gene-ASB2-2,0.0,0.5,0.0
gene-CCDC197-2,0.0,0.0,0.0
gene-OTUB2-2,2.0,0.0,9.0
gene-DDX24-2,928.0,81.0,522.0
gene-IFI27L1-2,117.0,91.0,8.0
gene-IFI27-2,0.0,0.0,12.333333333333334
gene-IFI27L2-2,344.0,67.0,61.0
gene-PPP4R4-2,22.333333333333332,0.6666666666666666,0.0
gene-SERPINA10-2,0.0,0.0,0.0
gene-SERPINA6-2,0.0,0.0,0.0
gene-SERPINA2-2,0.0,0.0,0.0
gene-SERPINA1-2,0.0,0.0,0.0
gene-C14orf180-2,0.0,0.0,0.0
gene-TMEM179-2,0.0,0.0,0.0
gene-POTEB3-3,0.0,0.0,0.0
gene-GOLGA6L22-3,0.0,0.0,0.0
gene-CYFIP1-3,64.8,63.0,114.1
gene-TUBGCP5-3,0.8888888888888888,10.555555555555555,117.0
gene-GOLGA6L1-3,0.0,0.0,0.0
gene-LOC645202-3,0.0,0.0,0.0
gene-GOLGA8F-3,0.0,0.0,0.0
gene-GOLGA8G-3,0.0,0.0,0.0
gene-LOC100132202-3,0.0,0.0,0.0
gene-B2M-2,4917.0,294.0,1724.0
gene-TRIM69-2,1.0,0.0,0.0
gene-MEGF11-2,16.0,10.0,5.0
gene-GOLGA6L10-2,0.0,0.0,1.0
gene-GOLGA6L4-2,3.0,0.0,2.0
gene-GOLGA6L9-2,3.0,0.0,21.0
gene-GOLGA6L3-2,0.0,0.0,1.0
gene-RPS17-2,1466.0,149.0,402.0
gene-CPEB1-2,245.05882352941177,20.88235294117647,69.52941176470588
gene-DECR2-2,1.0,2.0,46.0
gene-RAB11FIP3-2,118.66666666666667,31.666666666666668,20.666666666666668
gene-CAPN15-2,0.0,0.0,0.0
gene-HS3ST6-2,0.0,0.0,1.0
gene-GLIS2-2,0.0,10.0,3.0
gene-CORO7-PAM16-2,468.0,418.0,295.0
gene-PAM16-2,398.0,187.0,226.0
gene-CORO7-2,67.75,230.5,69.0
gene-VASN-2,0.0,0.0,0.0
gene-DNAJA3-2,571.0,130.0,1097.0
gene-NMRAL1-2,538.1666666666666,124.0,92.66666666666667
gene-HMOX2-2,2080.6666666666665,335.77777777777777,541.4444444444445
gene-CDIP1-2,190.0,25.0,133.0
gene-PARN-2,637.0,158.0,750.0
gene-BFAR-2,1079.0,25.0,464.0
gene-PLA2G10-2,0.0,3.0,2.0
gene-LOC105371095-2,0.5,0.0,0.0
gene-NPIPA3-2,10.0,2.0,4.0
gene-PDXDC1-2,794.4,114.5,1046.5
gene-RRN3-2,89.0,16.0,231.0
gene-NTAN1-2,513.0,12.0,275.0
gene-PKD1-2,41.0,44.0,16.0
gene-NPIPA2-2,17.0,1.0,5.0
gene-NPIPA1-2,30.0,0.0,10.0
gene-NOMO1-2,193.0,38.0,293.0
gene-NPIPA5-2,14.0,2.0,6.0
gene-MPV17L-2,322.0,94.0,293.0
gene-BMERB1-2,16.5,16.5,113.0
gene-MARF1-2,82.0,8.0,12.0
gene-NDE1-2,464.0,43.0,147.0
gene-MYH11-2,88.0,3.0,18.0
gene-CEP20-2,206.0,22.0,365.0
gene-ABCC1-2,184.0,17.0,54.0
gene-ABCC6-2,2.0,0.0,0.0
gene-NOMO3-2,184.0,28.0,270.0
gene-NPIPA7-2,16.0,1.0,12.0
gene-LOC107987423,0.0,0.0,0.0
gene-CES1-2,0.0,0.0,0.0
gene-CES5A-2,0.0,0.0,1.0
gene-SNTB2-2,16.0,0.0,8.0
gene-UTP4-2,2855.0,81.0,1416.0
gene-SCGB1C2-2,0.0,0.0,0.0
gene-DOC2B-2,0.0,0.0,0.0
gene-RPH3AL-2,1.0,1.0,0.0
gene-NXN-2,6.0,5.0,7.0
gene-TIMM22-2,1179.0,72.0,205.0
gene-ABR-2,90.85714285714286,123.14285714285714,130.85714285714286
gene-YWHAE-2,3784.0,461.0,2645.0
gene-CRK-2,136.0,133.0,283.0
gene-SLC43A2-2,4.0,9.0,2.0
gene-SCARF1-2,0.0,0.0,1.0
gene-RILP-2,98.0,0.0,61.0
gene-PRPF8-2,1298.0,382.0,1082.0
gene-TLCD2-2,0.0,0.0,1.0
gene-WDR81-2,91.0,2.5,86.0
gene-SERPINF2-2,3.0,0.0,0.0
gene-MMP28-2,0.0,2.0,0.0
gene-TAF15-2,82.0,31.0,1.0
gene-HEATR9-2,23.0,2.0,20.0
gene-CCL5-2,0.0,0.0,1.0
gene-RDM1-2,0.0,0.0,0.0
gene-LYZL6-2,0.0,0.0,0.0
gene-CCL16-2,0.0,0.0,0.0
gene-CCL14-2,0.0,0.0,0.0
gene-CCL15-2,0.0,0.0,0.0
gene-CCL23-2,0.0,0.0,0.0
gene-CCL18-2,0.0,0.0,0.0
gene-CCL3-2,0.0,0.0,0.0
gene-CCL4-2,0.0,0.0,0.0
gene-TBC1D3B-2,0.0,0.0,0.0
gene-CCL3L3-2,0.0,0.0,0.0
gene-CCL4L2-2,0.0,0.0,0.0
gene-TBC1D3I-2,0.0,0.0,0.0
gene-TBC1D3G-2,0.0,0.0,0.0
gene-TBC1D3H-2,0.0,0.0,0.0
gene-TBC1D3F-2,0.0,0.0,0.0
gene-TBC1D3J-2,0.0,0.0,0.0
gene-ZNHIT3-2,474.75,23.75,257.75
gene-MYO19-2,362.3333333333333,48.0,94.33333333333333
gene-PIGW-2,92.0,54.0,594.0
gene-GGNBP2-2,146.0,70.0,236.0
gene-DHRS11-2,193.0,0.0,142.0
gene-MRM1-2,72.0,0.0,0.0
gene-LHX1-2,0.0,0.0,0.0
gene-AATF-2,187.0,71.0,199.0
gene-ACACA-2,286.4,31.6,125.4
gene-C17orf78-2,0.0,0.0,0.0
gene-TADA2A-2,49.5,4.0,1.0
gene-DUSP14-2,364.0,56.0,105.0
gene-SYNRG-2,157.0,30.0,157.0
gene-DDX52-2,209.0,18.0,82.0
gene-HNF1B-2,1.0,1.0,0.0
gene-TBC1D3E-2,0.0,0.0,0.0
gene-TBC1D3-2,0.0,0.0,0.0
gene-MRPL45-2,536.0,19.0,242.0
gene-GPR179-2,0.0,0.0,0.0
gene-SOCS7-2,27.0,2.0,90.0
gene-ARHGAP23-2,0.0,1.0,0.0
gene-SRCIN1-2,0.0,0.0,3.0
gene-EPOP-2,1.0,0.0,0.0
gene-MLLT6-2,1.0,0.0,1.0
gene-CISD3-2,222.0,155.0,100.0
gene-PCGF2-2,5.0,6.0,2.0
gene-PSMB3-2,3572.0,570.0,1057.0
gene-PIP4K2B-2,154.0,0.0,57.0
gene-CWC25-2,20.0,14.0,18.0
gene-C17orf98-2,0.0,0.0,0.0
gene-KRT12-2,0.0,0.0,0.0
gene-KRT20-2,0.0,0.0,0.0
gene-KRT23-2,1.0,0.0,0.0
gene-KRT39-2,1.0,0.0,0.0
gene-KRT40-2,0.0,0.0,1.0
gene-KRTAP3-3-2,0.0,0.0,0.0
gene-KRTAP3-2-2,0.0,0.0,0.0
gene-KRTAP3-1-2,0.0,0.0,0.0
gene-KRTAP1-5-2,0.0,0.0,0.0
gene-KRTAP1-4-2,0.0,0.0,0.0
gene-KRTAP1-3-2,0.0,0.0,0.0
gene-KRTAP1-1-2,0.0,0.0,0.0
gene-KRTAP2-1-2,0.0,0.0,0.0
gene-KRTAP2-2-2,0.0,0.0,0.0
gene-KRTAP2-3-2,0.0,0.0,0.0
gene-KRTAP2-4-2,0.0,0.0,0.0
gene-LOC100996750,0.0,0.0,0.0
gene-KRTAP4-8-2,0.0,0.0,0.0
gene-KRTAP4-9-2,0.0,0.0,0.0
gene-KRTAP4-11-2,0.0,0.0,0.0
gene-KRTAP4-12-2,0.0,0.0,0.0
gene-KRTAP29-1-2,0.0,0.0,0.0
gene-KRTAP9-6-2,0.0,0.0,0.0
gene-KRTAP9-9-2,0.0,0.0,0.0
gene-KRTAP9-4-2,0.0,0.0,0.0
gene-KRTAP9-8-2,0.0,0.0,0.0
gene-KRTAP9-3-2,0.0,0.0,0.0
gene-KRTAP9-2-2,0.0,0.0,0.0
gene-KRT37-2,0.0,0.0,0.0
gene-KRT31-2,0.0,0.0,0.0
gene-LOC100653049,0.0,0.0,0.0
gene-KRT34-2,0.0,0.0,0.0
gene-KRT33B-2,0.0,0.0,0.0
gene-KRT33A-2,0.0,0.0,0.0
gene-KRTAP17-1-2,0.0,0.0,0.0
gene-KRTAP16-1-2,0.0,0.0,0.0
gene-ARHGAP27-2,6.631578947368421,14.210526315789474,0.0
gene-PLEKHM1-2,10.0,11.5,33.5
gene-LRRC37A2-2,26.0,10.0,14.0
gene-LOC100996709,79.66666666666667,4.333333333333333,62.333333333333336
gene-LOC107987254-2,0.0,0.0,0.0
gene-LRRC37A-2,45.0,4.0,16.0
gene-KANSL1-2,117.5,71.5,62.0
gene-MAPT-2,2.0,0.0,5.0
gene-STH-2,0.0,0.0,0.0
gene-SPPL2C-2,0.0,0.0,0.0
gene-LINC02210-CRHR1-2,81.0,6.0,13.0
gene-CRHR1-2,0.0,1.0,0.0
gene-LRRC37A3-2,785.0,226.0,442.0
gene-LOC100996747,215.0,14.0,93.0
gene-LOC107984156,63.0,5.857142857142857,44.57142857142857
gene-NSF-2,1470.0,69.0,577.0
gene-WNT3-2,63.0,5.0,6.0
gene-SEPTIN9-2,0.0,0.0,0.0
gene-METRNL-2,117.0,96.5,65.0
gene-B3GNTL1-2,122.33333333333333,139.0,129.66666666666666
gene-TBCD-2,132.0,77.0,49.0
gene-SKA1-2,68.0,19.0,2.0
gene-DSEL-2,0.0,0.0,0.0
gene-SALL3-2,0.0,0.0,0.0
gene-CTDP1-2,0.0,0.0,0.0
gene-AZU1-2,0.0,0.0,0.0
gene-PRTN3-2,0.0,0.0,1.0
gene-ELANE-2,0.0,0.0,0.0
gene-CFD-2,0.0,0.0,0.0
gene-MED16-2,29.0,42.0,64.0
gene-SBNO2-2,4.5,0.5,0.0
gene-ZNF66-2,0.0,0.0,0.0
gene-ZNF85-2,0.0,0.0,2.0
gene-ZNF430-2,24.0,1.0,14.0
gene-ZNF100-2,2.0,1.0,6.0
gene-ZNF43-2,0.0,0.0,78.0
gene-ZNF676-2,0.0,0.0,0.0
gene-LSM14A-2,131.0,86.0,204.0
gene-GARRE1-2,118.0,44.0,46.0
gene-GARRE1-3,0.0,34.0,1.0
gene-GPI-2,1123.5714285714287,118.0,824.0
gene-CEACAM7-2,0.0,0.0,0.0
gene-CEACAM4-2,0.0,0.0,0.0
gene-CEACAM21-2,0.25,0.0,0.0
gene-VSTM1-2,0.0,1.0,1.0
gene-TARM1-2,1.0,0.0,1.0
gene-OSCAR-2,0.0,0.0,0.0
gene-NDUFA3-2,45.0,8.0,13.0
gene-TFPT-2,24.0,14.5,15.5
gene-PRPF31-2,166.0,114.0,61.0
gene-CNOT3-2,0.0,4.0,1.0
gene-LENG1-2,2.0,10.0,6.0
gene-TMC4-2,0.0,0.0,0.0
gene-MBOAT7-2,29.75,9.0,16.0
gene-TSEN34-2,136.0,112.0,76.5
gene-RPS9-2,81.0,60.0,17.0
gene-LOC107987425,0.0,0.0,0.0
gene-LILRA6-2,0.0,0.0,0.0
gene-LILRB5-2,0.0,0.0,0.0
gene-LILRB2-2,0.0,0.0,0.0
gene-LILRA3,0.0,0.0,0.0
gene-LILRA5-2,0.5,0.0,0.0
gene-TTYH1-2,0.0,0.0,0.0
gene-LENG8-2,56.8,5.0,17.0
gene-LENG9-2,1.0,1.0,0.0
gene-CDC42EP5-2,0.0,0.0,0.0
gene-LAIR2-2,0.0,0.0,1.0
gene-LILRA2-2,0.0,0.0,0.0
gene-LILRA1-2,0.0,0.0,0.0
gene-LILRB1-2,0.0,0.0,0.0
gene-LILRB4-2,0.0,0.0,0.0
gene-KIR3DL3-16,0.0,0.0,0.0
gene-KIR2DL3-13,1.0,0.0,0.0
gene-KIR2DL1-11,0.0,0.0,0.0
gene-NCR1-4,0.0,1.0,1.0
gene-NLRP7-2,2.0,1.0,1.0
gene-NLRP2-2,2.0,0.0,2.0
gene-GP6-2,1.0,2.0,4.0
gene-RDH13-2,0.0,11.0,6.0
gene-EPS8L1-2,0.0,0.0,0.0
gene-CDH4-2,1.0,0.0,0.0
gene-TAF4-2,0.0,0.0,34.0
gene-LOC105372704-2,0.0,0.0,0.0
gene-KCNQ2-2,90.83333333333333,66.0,0.0
gene-OPRL1-2,0.0,0.0,0.0
gene-NPBWR2-2,0.0,0.0,0.0
gene-MYT1-2,1.0,0.0,0.0
gene-PCMTD2-2,0.0,0.0,27.0
gene-BTG3-2,36.0,65.5,96.0
gene-PAXBP1-2,2.0,44.0,26.0
gene-C21orf62-2,0.0,0.0,0.0
gene-IFNGR2-2,1599.0,62.0,422.0
gene-TMEM50B-2,210.0,9.0,100.0
gene-DNAJC28-2,0.0,0.0,20.0
gene-GART-2,93.0,37.0,180.0
gene-FTCD-2,0.0,0.0,0.0
gene-FTCD-AS1-2,0.0,0.0,0.0
gene-SPATC1L-2,216.0,39.0,33.0
gene-LSS-2,7.0,293.0,45.0
gene-ZNF280B-2,275.0,9.0,204.0
gene-ZNF280A-2,0.0,0.0,2.0
gene-PRAME-2,9778.09090909091,1068.6363636363637,4678.181818181818
gene-LOC107985555-2,0.0,0.0,0.0
gene-C22orf15-2,30.0,12.0,22.0
gene-CHCHD10-2,362.0,228.0,138.0
gene-MMP11-2,0.0,0.0,0.0
gene-SMARCB1-2,770.0,204.0,294.0
gene-DERL3-2,0.0,33.0,16.0
gene-SLC2A11-2,150.75,59.0,40.0
gene-MIF-2,14837.0,15388.0,5642.0
gene-LOC100652871-2,1.0,0.0,0.0
gene-GSTT2B-2,118.0,18.0,54.0
gene-DDTL-2,1442.0,606.0,605.0
gene-DDT-2,1061.3333333333333,546.6666666666666,461.3333333333333
gene-GSTT2-2,95.0,14.0,43.0
gene-GSTT4-2,1.0,0.0,0.0
gene-LOC391322,135.0,24.0,67.0
gene-GSTT1,203.0,172.0,325.0
gene-CABIN1-2,0.0,0.0,0.0
gene-APOL5-2,1.0,0.0,0.0
gene-RBFOX2-2,2151.5555555555557,190.83333333333334,833.1666666666666
gene-PVALB-2,0.0,0.0,0.0
gene-NCF4-2,0.0,0.0,0.0
gene-APOBEC3A_B,432.0,43.0,239.0
gene-PHETA2-2,0.0,0.0,0.0
gene-SMDT1-2,280.0,20.0,80.0
gene-NDUFA6-3,1046.0,192.0,258.0
gene-CYP2D7-7,0.0,0.0,0.0
gene-TCF20-7,10.0,7.0,4.0
gene-PPP2R3B-3,43.0,0.0,22.0
gene-TBX22-2,0.0,0.0,0.0
gene-OR2T4-3,0.0,0.0,0.0
gene-OR2T6-3,0.0,0.0,0.0
gene-OR2T1-3,0.0,0.0,0.0
gene-OR2T7-3,0.0,0.0,0.0
gene-OR2T2-3,0.0,0.0,0.0
gene-OR2T3-3,0.0,0.0,0.0
gene-OR2T5-3,0.0,0.0,0.0
gene-OR2G6-3,0.0,0.0,0.0
gene-MUC4-3,0.0,0.0,0.0
gene-MUC20-3,0.0,0.0,0.0
